,Shop Name,Address 1,Address 2,City,State/Province,Zip/Postcode,Country,Website,Phone,Email,Added,Updated,CBD,Biz Type,MJ,Kratom,Buyer name
,Downtown Vaporium,639 Cleveland St Ste 100,,Clearwater,FL,33755,US,http://www.downtownvaporium.com/,7272401800,downtownvaporium@gmail.com,2015-03-01,4/9/2019,Yes,V,CBD,Yes,
,Florida Vapor Company,2054 Gulf to Bay Blvd Ste 3,,Clearwater,FL,33765,US,http://www.floridavaporcompany.com/,7273337191,floridavaporco@gmail.com,2016-02-25,1/31/2019,Yes,V,CBD,,
,Golden Tobacco,1451 S Belcher Rd,,Clearwater,FL,33764,US,http://goldentobaccosmokeshop.com/,7275352989,,2018-11-02,,,S,,,
,Hazey Bearr,1872 Drew St,,Clearwater,FL,33765,US,https://www.hazeybearr.com/,7272239606,hazeybearrsmokeshop@gmail.com,2021-10-17,,Yes,S,CBD,,
,Hookah Sensation,807 Court St,,Clearwater,FL,33756,US,http://hookahsensation.com/,7279441119,,2018-08-06,7/31/2019,Yes,S,CBD,Yes,
,Hookah Sensation,1504 Gulf to Bay Blvd,,Clearwater,FL,33755,US,http://hookahsensation.com/,7273517362,,2018-08-06,9/29/2019,Yes,S,CBD,Yes,
,Johnny's Smokeshop & Kava Bar,3899 Ulmerton Rd Ste E,,Clearwater,FL,33762,US,https://www.johnnyssmokeshop.com/,7272019922,johnnyssmokeshopfl@gmail.com,2021-10-17,,Yes,V,CBD,Yes,
,Lizard Juice Clearwater,2426 Gulf To Bay Blvd,,Clearwater,FL,33765,US,https://www.lizardjuice.com/,7277264783,lj1002@lizardjuice.com,2018-09-30,,,V,,Yes,
,Marleys House Clearwater,28880 US-19,,Clearwater,FL,33761,US,https://mhsmokeshop.com/,7277978888,,2018-09-10,5/25/2020,Yes,H,CBD,Yes,
,Maverick Kratom,24119 US-19 N,,Clearwater,FL,33761,US,,7274603055,,2020-12-25,,Yes,C,CBD,Yes,
,Sky Castle Vape,2815 Gulf to Bay Blvd,,Clearwater,FL,33759,US,https://www.skycastlevape.com/,7276149981,skycastlevape4@gmail.com,2018-09-21,,,V,,,
,Smoke Shop Zone,1498 Gulf To Bay Blvd,,Clearwater,FL,33755,US,,7272390095,smokehsopzone@hotmail.com,2021-10-16,,Yes,S,CBD,Yes,
,Smokers Paradise Clearwater,1735 Drew St,,Clearwater,FL,33755,US,http://www.paradisesmokers.com,7272233172,smokersparadiseclw@gmail.com,2020-04-04,,Yes,S,CBD,Yes,
,Smokin Brothers,2005 Gulf to Bay Blvd,,Clearwater,FL,33765,US,,7274477607,,2019-11-25,11/25/2019,Yes,S,CBD,Yes,
,Steam Train Vapor Company,551 S Fort Harrison Ave,,Clearwater,FL,33756,US,http://steamtrainvapor.com/,7272404927,steamtrainvapor@gmail.com,2018-09-25,,,V,,,
,Straight Pipes & Vapes,30139 US-19 N,,Clearwater,FL,33761,US,https://straightpipesandvapes.business.site/,7279533845,,2021-10-19,,,S,,,
,The Biota,639 Cleveland St,,Clearwater,FL,33755,US,http://thebiota.com,7272401811,thebiote@gmail.com,2019-01-04,12/21/2020,Yes,H,CBD,Yes,
,The Hemp Dispensary,29162 US-19,,Clearwater,FL,33761,US,https://www.thehempdispensary.org/,7274006994,flhempllc@gmail.com,2021-05-22,4/27/2022,Yes,C,CBD,,
,The Puff Hut Cafe,1869 N Highland Ave,,Clearwater,FL,33755,US,,7274709000,thepuffhut@gmail.com,2019-11-01,11/1/2019,Yes,H,CBD,Yes,
,Tobacco Depot,1530 N McMullen Booth Rd Ste D9,,Clearwater,FL,33759,US,http://tobaccodepot.com,7277129830,clearwater@tobacco-depot.com,2018-10-25,,,T,,,
,Utoya Organics,1646 Tilley Ave Unit A,,Clearwater,FL,33756,US,https://utoya.com/,7274227075,jedwards@utoya.com,2021-06-08,12/7/2021,Yes,C,CBD,,
,Island Mixx,483 Mandalay Ave Ste 212,,Clearwater Beach,FL,33767,US,http://www.islandmixx.com/,7277549751,islandmixxllc@gmail.com,2018-09-30,7/8/2020,Yes,V,CBD,Yes,
,LGH Dockside CBD Dispensary,63 Baymont St,,Clearwater Beach,FL,33767,US,https://lghdockside.com/,7276008681,lghdockside@gmail.com,2021-03-08,,Yes,C,CBD,,
,4 Corners Smoke Shop,16908 High Grove Blvd,,Clermont,FL,34714,US,,3524323216,,2021-10-05,,Yes,S,CBD,Yes,
,A & M Smoke Shop,1648 US-27,,Clermont,FL,34714,US,,3522439003,,2019-07-14,7/14/2019,Yes,S,CBD,,
,All Good Smoke Shop,602 E FL-50 Ste C,,Clermont,FL,34711,US,,3527086587,,2018-08-10,2/5/2020,Yes,S,CBD,Yes,
,Clermont Smoke Shop,4420 S Hwy 27 Ste 7,,Clermont,FL,34711,US,https://clermontsmokeshop.com/,3527083029,support@clermontsmokeshop.com,2019-09-27,12/8/2020,Yes,S,CBD,Yes,
,Esmokeronline,2419 S US-27 #200,,Clermont,FL,34711,US,http://www.esmokeronline.com,3527084749,esmokerorders@gmail.com,2020-01-07,,,V,,Yes,
,Fuego Smoke & Vape,2575 FL-50 Ste B,,Clermont,FL,34711,US,,3527083162,fuegosmoke352@gmail.com,2019-11-10,,Yes,S,CBD,Yes,
,Just Smoke,13809 County Rd 455 Ste 102,,Clermont,FL,34711,US,,4073473963,,2018-09-10,5/24/2020,,S,,,
,The Hemp Dispensary,431 W Highway 50,,Clermont,FL,34711,US,https://www.thehempdispensary.org/,3527086902,flhempllc@gmail.com,2022-04-27,4/27/2022,Yes,C,CBD,,
,Vapin Crazy E-Cigs & Juices,9310 US-192 Ste 5,,Clermont,FL,34714,US,http://vapincrazy.com/,8634208282,tsbsshaw@vapincrazy.com,2018-09-30,8/11/2019,Yes,V,CBD,,
,"Your CBD Store - Clermont, FL",13809 County Road 455 #104,,Clermont,FL,34711,US,https://cbdrx4u.com/,4076549877,clermont253@cbdrx4u.com,2019-09-11,9/11/2019,Yes,C,CBD,,
,Authentic E-Cigs,1285 W King St,,Cocoa,FL,32922,US,https://authentic-e-cigs.business.site/,3213493169,authenticecigs@gmail.com,2021-09-29,9/29/2021,Yes,S,CBD,,
,CBD Products,2301 FL-524 #145,,Cocoa,FL,32926,US,,3215222170,,2020-11-29,11/29/2020,Yes,C,CBD,,
,Ignite Smoke Shop,513 S Cocoa Blvd Ste C,,Cocoa,FL,32922,US,,3213054084,,2019-12-13,,Yes,S,CBD,Yes,
,Kronic,117 Hughlett Ave,,Cocoa,FL,32922,US,http://kronicunderground.com,3213384200,kronic2am@gmail.com,2018-12-18,3/25/2021,,H,,,
,Legend Smoke Shop,1271 Aron St,,Cocoa,FL,32927,US,https://legend-smoke-shop.business.site/,3212087230,legendsmokeshop1271@gmail.com,2021-10-03,,,S,,,
,Space Coast CBD,1505 N Cocoa Blvd,,Cocoa,FL,32922,US,http://spacecoastcbd.com/,3217109993,tropicalessentialoils@gmail.com,2020-06-23,,Yes,C,CBD,,
,Blaze Smoke Shop,300 W Cocoa Beach Causeway,,Cocoa Beach,FL,32931,US,,3217841958,blazesmokeshopcocoabeach@gmail.com,2018-10-14,,Yes,S,CBD,Yes,
,Cloud Parlor Vape Shop,239 W Cocoa Beach Causeway,,Cocoa Beach,FL,32931,US,https://www.facebook.com/cocoabeachvapes,3216135087,cocoabeachvapes@gmail.com,2019-04-01,,,V,,,
,Cocoa Beach Smoke Shop,24 N Orlando Ave,,Cocoa Beach,FL,32931,US,,3216314000,cocoabeachsmokeshop@gmail.com,2018-10-29,,Yes,S,CBD,Yes,
,Empire Cocoa Beach Smoke Shop 2.0,4333 N Atlantic Ave,,Cocoa Beach,FL,32931,US,https://cocoabeachsmokeshop20.business.site/,3216134900,,2021-10-01,,Yes,S,CBD,Yes,
,Up N Smoke,8628 Griffin Rd,,Cooper City,FL,33328,US,,9543683439,upnsmoke123456@gmail.com,2021-09-26,,Yes,S,CBD,Yes,
,Lucky Vape & Smoke,3202 Coral Way Ste B,,Coral Gables,FL,33145,US,,7867033125,,2021-09-23,,Yes,S,CBD,,
,Meco Smoke Shop,5325 SW 8th St,,Coral Gables,FL,33134,US,http://www.mecosmokeshop.com/,3054501698,mecosmokeshop@gmail.com,2020-01-08,1/8/2020,Yes,S,CBD,,
,Mr. Smokey Vape And Smoke Shop,4334 SW 8th St,,Coral Gables,FL,33134,US,https://smokeycigars.com/,7865366232,mrsomkey8@gmail.com,2020-12-18,12/18/2020,Yes,S,CBD,Yes,
,Vape & Smoke Shop - Coral Gables,467 S Dixie Hwy,,Coral Gables,FL,33146,US,http://vape-smoke-shop-coral-gables.business.site/,7865426255,vsscoralgables@gmail.com,2018-09-16,,Yes,V,CBD,,
,CBD American Shaman of Coral Springs,5772 Wiles Rd,,Coral Springs,FL,33067,US,https://cbdamericanshaman.com/,9545105920,corey@coralspringscbd.com,2019-11-11,,Yes,C,CBD,,
,Fresh Vapors Etc,7848 Wiles Rd,,Coral Springs,FL,33067,US,https://freshvaporsetc.com,9547554040,,2018-09-10,5/6/2020,,V,,,
,Grateful J's Coral Springs,10627 Wiles Rd,,Coral Springs,FL,33076,US,https://gratefuljs.com/,9546886965,,2018-08-06,9/21/2019,Yes,V,CBD,Yes,
,Smoke This Too,2530 N University Dr,,Coral Springs,FL,33065,US,http://www.smokethistoo.com/,9543457569,,2018-09-11,,Yes,S,CBD,,
,Smoke Time Coral Springs,10361 Royal Palm Blvd,,Coral Springs,FL,33065,US,https://www.smoketimeclub.com/,7542296078,smoketimeclub@gmail.com,2021-01-10,,Yes,S,CBD,Yes,
,The Hook Up,1326 N University Dr,,Coral Springs,FL,33071,US,,9549068748,thehookupcs@gmail.com,2018-09-25,6/14/2021,Yes,H,CBD,,
,Total Smoke & Vapor,10337 W Sample Rd,,Coral Springs,FL,33065,US,https://total-smoke-vapor.business.site,9543691151,psm.smoke.vapor.9899@gmail.com,2021-09-28,9/28/2021,Yes,S,CBD,Yes,
,Vape & Smoke Shop,923 N University Dr,,Coral Springs,FL,33071,US,https://www.vapensmokeshop.com/,9546889068,info@vapensmokeshop.com,2021-09-26,9/26/2021,,S,,,
,Vapes And Smoke,8108 Wiles Rd Bay 3,,Coral Springs,FL,33067,US,http://vapeshopcoralsprings.com,9549065431,coralsprings8108@gmail.com,2019-02-09,1/29/2020,Yes,S,CBD,Yes,
,VapOrBake,11408 W Sample Rd,,Coral Springs,FL,33065,US,http://vaporbake.com/,9548003867,rob@vaporbake.com,2021-09-28,9/28/2021,Yes,S,CBD,,
,Vaportech USA,8005 W Sample Rd,,Coral Springs,FL,33065,US,,9549068028,vaportechusa@yahoo.com,2018-09-03,3/5/2020,Yes,V,CBD,Yes,
,Extractshak CBD and Smoke Shop,66 Doctor M.L.K. Jr Memorial Rd,,Crawfordville,FL,32327,US,http://www.extractshakcbd.com,8505450734,vitovapescbd@gmail.com,2020-03-24,10/17/2021,Yes,C,CBD,Yes,
,Renegades Of The Gulf Vape Shop,9 Rainbow Dr,,Crawfordville,FL,32327,US,,8506886074,,2014-10-08,1/29/2019,Yes,V,CBD,,
,That Vape Place,1606 Crawfordville Hwy,,Crawfordville,FL,32327,US,,8509265820,mkeller1955@gmail.com,2014-10-02,1/28/2019,,V,,,
,OG Smoke Depot,767 N Ferdon Blvd,,Crestview,FL,32536,US,,8503313059,,2021-10-15,,Yes,S,CBD,,
,Rollin EZ Tobacco,301 Main St Ste C,,Crestview,FL,32536,US,https://www.rollinez.com/,8503988552,,2020-02-11,,Yes,S,CBD,Yes,
,Simply Vapor Crestview,2219 S Ferdon Blvd,,Crestview,FL,32536,US,https://www.simplyvaporshop.com/,8503985267,,2018-09-11,,,V,,,
,Smoke N Vape,701 S Ferdon Blvd,,Crestview,FL,32536,US,,8506828600,,2018-09-11,,,S,,,
,Sweet Southern Vapes Crestview,592 S Ferdon Blvd,,Crestview,FL,32536,US,https://sweetsouthernvapes.com/,8504612324,,2018-09-25,,Yes,V,CBD,,
,Cool Vapor,806 NE 5th St,,Crystal River,FL,34429,US,,3522284929,,2018-09-25,11/29/2018,,V,,,
,Empire of E Cigs and Vapor,8020 W Gulf to Lake Hwy,,Crystal River,FL,34429,US,http://empireofecigs.com/,3527946341,empireofecigs@hotmail.com,2019-11-24,,Yes,V,CBD,,
,Funky Groove Inc,1109 NE 5th St,,Crystal River,FL,34429,US,,3525648330,,2019-11-11,1/8/2020,Yes,H,CBD,,
,MMD Holistic Medicine - CBD Superstore,728 SE US-19,,Crystal River,FL,34429,US,https://mmdholisticmedicine.com/,3525159007,sales@mmdholisticmedicine.com,2021-03-12,3/12/2021,Yes,C,CBD,,
,Pandora's Box Smoke Shop,157 SE US-19,,Crystal River,FL,34429,US,,3527943389,pandorasboxtobaccoshop@gmail.com,2018-11-03,11/3/2018,Yes,S,CBD,,
,The Hemp Dispensary,6677 W Gulf to Lake Hwy,,Crystal River,FL,34429,US,https://www.thehempdispensary.org/,3522284239,flhempllc@gmail.com,2020-12-17,,Yes,C,CBD,,
,Vapor Spot & Smoke Shop,51 NW US-19 Ste 118,,Crystal River,FL,34428,US,http://www.vaporspotandsmokeshop.com/,3522284551,vaporspotsmokeshop1@gmail.com,2019-10-07,,Yes,V,CBD,Yes,
,Velvet Smoke Shop,785 NE 5th St,,Crystal River,FL,34429,US,,3522284383,bova@velvetsmokeshop.com,2021-09-18,9/18/2021,Yes,H,CBD,,
,Mystic Joint,19401 S Dixie Hwy,,Cutler Bay,FL,33157,US,http://mysticjoint.com/,3059719100,info@mysticjoint.com,2018-09-10,5/27/2020,,S,,Yes,
,Tobacco Plus,20467 Old Cutler Rd,,Cutler Bay,FL,33189,US,,3052551803,,2020-07-10,,Yes,T,CBD,,
,Best Smoke Shop,12536 US-301,,Dade City,FL,33525,US,http://www.bestsmokeshopflorida.com,3524374488,,2018-11-12,8/22/2019,,S,,,
,Broward Vape And Smoke,6 S Federal Hwy,,Dania Beach,FL,33004,US,http://www.browardvapeandsmoke.com,9546968730,,2019-12-12,,Yes,C,CBD,,
,The Glass Market,212 N Federal Hwy #203,,Dania Beach,FL,33004,US,https://www.facebook.com/glassmarket/,9543749077,glassmarket@hotmail.com,2018-09-25,7/5/2020,Yes,S,CBD,Yes,
,Low Ball Louie's,2438 Sandmine Rd,,Davenport,FL,33897,US,http://www.lowballlouies.com,8634200048,tammis@lowballlouies.com,2018-10-23,,,T,,,
,P2 Smoke Shop,7539 Osceola Polk Line Rd,,Davenport,FL,33896,US,,4074792990,,2020-02-02,,,S,,,
,Rings Of Vapor,106 W Orange St Ste 2,,Davenport,FL,33837,US,https://hopsandvinebar.com/,8633537231,,2021-11-11,11/11/2021,,V,,,
,Vape Up Cafe - E-cig & Coffee,39875 US-27,,Davenport,FL,33837,US,https://vape-up-cafe.business.site/,8635478030,vapeupcafe@vapeupcafe.com,2021-10-13,,Yes,V,CBD,Yes,
,Vaperior Cafe,2406 Sand Mine Rd,,Davenport,FL,33897,US,,8633539342,vaperiorcafe@gmail.com,2018-09-25,8/9/2019,Yes,V,CBD,Yes,
,Vapin Crazy E-Cigs and Juices,3000 Deer Creek Commerce Ln,,Davenport,FL,33837,US,http://vapincrazy.com/,8634240305,tsbsshaw@tampabay.rr.com,2018-09-09,4/6/2020,Yes,V,CBD,,
,Atmos Technology,4800 SW 51st St #106,,Davie,FL,33314,US,https://www.atmosrx.com/,7868888700,info@atmosrx.com,2018-08-06,1/11/2020,Yes,V,CBD,,
,Mello’s Smoke & Vape,4900 S University Dr Ste 109,,Davie,FL,33328,US,,,,2022-03-01,3/1/2022,,S,,,
,Payless Tobacco Source,6971 Stirling Rd,,Davie,FL,33314,US,https://www.paylesstobaccosource.com/,9549995549,info@paylesstobaccosource.com,2021-09-27,9/27/2021,Yes,S,CBD,Yes,
,The Hook Up 3,4284 S University Dr,,Davie,FL,33328,US,,9549908538,,2021-10-04,,Yes,S,CBD,,
,The Vape Queen,5977 S University Dr,,Davie,FL,33328,US,http://www.thevapequeen.com/,9545301533,debra@thevapequeen.com,2018-09-12,11/13/2018,,V,,,
,Tobacco 4 Less,8848 W State Rd 84,,Davie,FL,33324,US,,9542362959,tobacco4less@yahoo.com,2019-05-22,,Yes,S,CBD,,
,Tobacco For Less,13644 FL-84,,Davie,FL,33325,US,,9548389119,,2019-10-11,,,T,,,
,Uvape + CBD + Kratom,2331 S University Dr,,Davie,FL,33324,US,https://www.uvapefl.com/,9548705168,admin@uvapefl.com,2018-08-06,1/4/2020,Yes,V,CBD,Yes,
,Vapez Hideaway,5228 South State Road 7,,Davie,FL,33314,US,,9545303488,,2019-07-07,7/7/2019,Yes,S,CBD,Yes,
,Vapor Shark,4900 S University Dr #111,,Davie,FL,33328,US,https://www.vaporshark.com/,9542108921,support@vaporshark.com,2018-09-08,3/11/2020,Yes,V,CBD,,
,"Asha Vapes & More, Inc.",1500 Beville Rd Suite #409,,Daytona Beach,FL,32114,US,http://ashavapes.business.site/,3862751018,ashavapes@gmail.com,2018-08-06,1/11/2020,Yes,V,CBD,,
,Euphoria Smoke & Vape,624 Seabreeze Blvd,,Daytona Beach,FL,32118,US,https://euphoriasmokevape.com/,3862655878,,2018-08-10,2/5/2020,Yes,S,CBD,Yes,
,Extreme Smoke & Vape Shop,2235 S Ridgewood Ave,,Daytona Beach,FL,32119,US,,3862368382,,2019-11-24,11/24/2019,Yes,S,CBD,,
,Kings of Vapor,1571 N Nova Rd,,Daytona Beach,FL,32117,US,http://kingsofvapor.com/,3863239800,,2018-09-10,12/26/2019,Yes,V,CBD,,
,Pumpernickel Pops Smoke Shop & Vape Store,714 E International Speedway Blvd,,Daytona Beach,FL,32118,US,http://www.pumpernickelpops.com/,3862369923,pumpernickelpopssmoke@yahoo.com,2018-09-11,5/28/2020,Yes,S,CBD,Yes,
,Purely CBD Daytona Beach,204 N Beach St,,Daytona Beach,FL,32114,US,https://www.purelycbd.net/,3864922661,daytonabeach@thepurelycbd.com,2020-07-15,,Yes,C,CBD,,
,Purple Haze,2250 S Atlantic Ave,,Daytona Beach,FL,32118,US,,3862675815,purplehazeglass@gmail.com,2019-01-03,3/3/2020,,H,,Yes,
,Tobacco Exotica,749 W International Speedway Blvd,,Daytona Beach,FL,32114,US,,3862553782,,2018-09-21,,,T,,,
,Vapor and Company,1340 W International Speedway Blvd #5A,,Daytona Beach,FL,32114,US,https://vaporandco.com/,4078787397,vaporandco@aol.com,2018-09-09,11/13/2018,,V,,,
,"Your CBD Store - Daytona Beach, FL",203 Seabreeze Blvd,,Daytona Beach,FL,32118,US,https://cbdrx4u.com/,3868685225,daytonabeach@cbdrx4u.com,2019-09-11,9/11/2019,Yes,C,CBD,,
,Just Relax,2016 S Atlantic Ave,,Daytona Beach Shores,FL,32118,US,,3862389614,justrelaxdaytona@gmail.com,2021-02-18,2/18/2021,Yes,H,CBD,,
,Smokeless America,98 S Charles Richard Beall Blvd Ste C,,DeBary,FL,32713,US,http://smokelessamericaecig.com/,3863200088,,2018-09-11,,,V,,,
,1st Wave Vapor Deerfield Beach,2245 W Hillsboro Blvd,,Deerfield Beach,FL,33442,US,https://1st-wave-vapor-deerfield-beach-electronic.business.site/,9545737186,,2018-07-25,2/19/2019,Yes,V,CBD,,
,CBD + Health Boutique,145 E Hillsboro Rd,,Deerfield Beach,FL,33441,US,https://vitaminy.com,9545310534,vitaminyhealthboutique@gmail.com,2020-06-29,11/23/2020,Yes,C,CBD,,
,Good Clean Vapes,3656 W Hillsboro Blvd #B,,Deerfield Beach,FL,33442,US,http://www.goodcleanvapes.com/,7542277787,info@goodcleanvapes.com,2018-08-06,12/22/2019,Yes,V,CBD,,
,Pro Vapor,137 E Hillsboro Blvd,,Deerfield Beach,FL,33441,US,https://www.provaporfl.com/,7542124493,provaporfl@gmail.com,2018-09-30,,,V,,,
,The Medi-Den,1300 E Hillsboro Blvd Ste 103,,Deerfield beach,FL,33441,US,,9545310797,,2022-01-28,1/28/2022,Yes,C,CBD,,
,Vapor Docs,188 N Federal Hwy,,Deerfield Beach,FL,33441,US,https://vapor-docs.com/,7542125812,,2019-06-03,6/3/2019,Yes,V,CBD,,
,Puffin Vapor DFS,387 US-90 W Unit A,,Defuniak Springs,FL,32435,US,,8505205880,puffinvapor@outlook.com,2018-09-11,5/28/2020,,V,,,
,Deland Smoke Shop,2681 S Woodland Blvd,,DeLand,FL,32720,US,,3862790018,,2019-09-10,,,S,,,
,E-Cig Source,955 S Woodland Blvd Ste A3,,Deland,FL,32720,US,http://www.ecigdeland.com/,3862328273,sales@ecigdeland.com,2018-08-06,6/27/2020,Yes,V,CBD,,
,Pipe Eyes Smoke Shop,115 E Plymouth Ave,,Deland,FL,32724,US,,3867345366,,2018-12-28,,,S,,,
,Pumpernickel Pops Smoke Shop & Vape Store,202 N Woodland Blvd,,Deland,FL,32720,US,https://www.pumpernickelpops.com/,,pumpernickelpopssmoke@yahoo.com,2021-10-12,,Yes,S,CBD,Yes,
,Volusia Smoke & Vape,1428 N Woodland Blvd,,DeLand,FL,32720,US,https://volusia-smoke-vape.business.site/,3866246667,,2021-10-20,,Yes,S,CBD,Yes,
,"Your CBD Store - DeLand, FL",2249 S Woodland Blvd,,DeLand,FL,32720,US,https://cbdrx4u.com/,3866276715,,2019-09-11,9/11/2019,Yes,C,CBD,,
,1st Wave Vapor Delray Beach,2134 W Atlantic Ave,,Delray Beach,FL,33445,US,,5613323469,,2019-07-12,,,V,,,
,CBD American Shaman of Delray Beach,5859 W Atlantic Ave Ste B7,,Delray Beach,FL,33484,US,https://cbdamericanshaman.com/,5614507251,corey@webuildawesome.com,2019-11-11,,Yes,C,CBD,,
,Global Mart Tobacco & Vapes Of Delray Beach,2200 Seacrest Blvd,,Delray Beach,FL,33444,US,https://global-mart-tobacco-vapes-of-delray.business.site/,5613303636,,2018-11-03,,Yes,S,CBD,Yes,
,South Side Vapor,6 SE 5th Ave,,Delray Beach,FL,33483,US,,5613304215,tyler@southsidevapordelray.com,2018-09-12,,,V,,,
,USA Vape,15067 Jog Rd Ste B,,Delray Beach,FL,33446,US,https://usavapenow.com/,5618655073,info@usavapepalmsprings.com,2018-09-21,1/31/2021,Yes,S,CBD,Yes,
,Vapes N Smoke,1135 W Atlantic Ave,,Delray Beach,FL,33444,US,http://www.vapeshopdelraybeach.com/,5613323791,vapeshopmanager@gmail.com,2022-05-04,5/4/2022,Yes,S,CBD,Yes,
,Blaze N Flame,1240 Providence Blvd,,Deltona,FL,32725,US,,3862595766,,2021-09-29,,Yes,S,CBD,Yes,
,Dollar Stop Plus,1235 Providence Blvd Ste O,,Deltona,FL,32725,US,http://www.dollarstopplus.com/,3867429558,dollarstopplusllc@gmail.com,2021-09-29,9/29/2021,Yes,S,CBD,,
,High Spirits Smoke,712 Fort Smith Blvd,,Deltona,FL,32738,US,,3862594924,highspiritsmoke@gmail.com,2021-10-01,,Yes,S,CBD,Yes,
,Sunshine Vapor LLC,2772 Elkcam Blvd Ste C,,Deltona,FL,32738,US,https://www.deltonavapeshop.com/,3862180539,sunshinevapor1@gmail.com,2018-09-25,10/19/2021,Yes,S,CBD,Yes,
,Vaporized Deltona,2091 Saxon Blvd,,Deltona,FL,32725,US,,3869607608,vaporizedecigarettes@gmail.com,2019-10-02,,,V,,,
,Bell Family CBD Dispensary,4109 Legendary Dr,,Destin,FL,32541,US,https://wesellhemp.com/,8506774365,mail@wesellhemp.com,2020-06-19,,Yes,C,CBD,,
,Boardwalk Vapes - Destin,981 US-98 #2,,Destin,FL,32541,US,https://cbdvapejuice.net/,8508378274,contact@cbdvapejuice.net,2018-08-06,1/11/2020,Yes,V,CBD,,
,Destin Smoke Shop,16055 Emerald Coast Pkwy Ste 105,,Destin,FL,32541,US,,8508370237,,2021-10-16,,Yes,S,CBD,,
,Mr. Kite Smoke Shop,127 Harbor Blvd Ste 7B,,Destin,FL,32541,US,,8504247655,,2019-01-03,,,H,,,
,Smokin' Vapor,36150 Emerald Coast Pkwy Ste 105,,Destin,FL,32541,US,https://www.smokinvapordestin.com/,8508372116,smokinvapordestin@gmail.com,2018-10-24,4/5/2019,Yes,V,CBD,,
,The Vapor Master,815 Harbor Blvd,,Destin,FL,32541,US,http://www.thevapormaster.com,8506506330,thevapormasters@gmail.com,2018-09-19,,Yes,V,CBD,,
,"Your CBD Store - Destin, FL",232 Harbor Blvd,,Destin,FL,32541,US,https://cbdrx4u.com/,8508891284,destin@cbdrx4u.com,2019-09-11,9/11/2019,Yes,C,CBD,,
,Holy Smokes Doral,11402 NW 41st St Ste 205,,Doral,FL,33178,US,,3054008061,holycatalhuyuk@gmail.com,2018-08-06,9/29/2019,Yes,S,CBD,,
,Vape & Smoke Shop - Doral,2600 NW 87th Ave Ste 2,,Doral,FL,33172,US,http://vapensmokeshopwestpines.com/,7866154327,,2018-09-25,,Yes,V,CBD,,
,Vapor Shark - Doral,8690 NW 13 Terrace,,Doral,FL,33126,US,https://www.vaporshark.com/,3058083045,info@vaporshark.com,2018-09-03,3/5/2020,,V,,,
,World Of Smoke & Vape,10473 NW 41st St,,Doral,FL,33178,US,https://worldofsmokenvape.com/,7865364121,info@worldofsmokenvape.com,2022-02-25,2/25/2022,Yes,S,CBD,Yes,
,Lizard Juice Dundee,28019 US-27,,Dundee,FL,33838,US,https://www.lizardjuice.com/,8634389290,lj1014@lizardjuice.com,2018-09-30,,,V,,Yes,
,2 Steps Higher Head Shop - Dunedin,2194 Main St Ste B,,Dunedin,FL,34698,US,http://www.2stepshigher.com,7273339035,2stepshigher@gmail.com,2018-10-23,,Yes,H,CBD,Yes,
,Atomic Smoke Shop,1127 Main St,,Dunedin,FL,34698,US,,7273864449,,2021-10-15,,Yes,S,CBD,Yes,
,Best Smoke 2,1102 Overcash Dr,,Dunedin,FL,34698,US,https://www.bestsmoke.net,7276872466,info@bestsmoke.net,2021-02-25,1/25/2022,Yes,S,CBD,Yes,
,Dunedin Hemp Company,1301 Bayshore Blvd #1/2,,Dunedin,FL,34698,US,https://www.dunedinhempcompany.com/,7272390391,shop@dunedinhempcompany.com,2020-12-25,,Yes,C,CBD,,
,Lizard Juice Dunedin,1348 Main St,,Dunedin,FL,34698,US,https://www.lizardjuice.com/,7277340009,lj1003@lizardjuice.com,2018-09-30,,,V,,Yes,
,Rick's Picks Beads And Essentials,514 Skinner Blvd,,Dunedin,FL,34698,US,https://www.facebook.com/ricks-picks-beads-and-essentials-205137825824/,7277349835,ricktuisku@gmail.com,2018-10-27,,,H,,,
,Vapers Club,1379 Main St,,Dunedin,FL,34698,US,,7272401784,,2015-02-27,12/26/2018,,V,,,
,Yayas Smoke Shop,2109 Main Street Ste E2,,Dunedin,FL,34698,US,,7279675931,,2019-09-13,9/13/2019,Yes,H,CBD,,
,MMD Holistic Medicine - CBD Superstore,20372 E Pennsylvania Ave Ste B,,Dunnellon,FL,34432,US,https://mmdholisticmedicine.com/,3527299001,sales@mmdholisticmedicine.com,2021-03-12,,Yes,C,CBD,,
,Royalty Smoke & Vape Shop,11582 N Williams St Ste 503,,Dunnellon,FL,34432,US,https://royaltysmokeandvapeshop.business.site/,3526513085,royaltysmokeshop@gmail.com,2019-07-27,,Yes,S,CBD,,
,NSB Vapor Parlor,201 S Ridgewood Ave,,Edgewater,FL,32132,US,http://www.nsbvaporparlor.com/,3864104805,nsbvaporparlor@gmail.com,2019-01-29,1/29/2019,,V,,,
,Mad Vapor,3715 US-301 N,,Ellenton,FL,34222,US,,9417232222,,2018-09-10,5/2/2019,Yes,V,CBD,Yes,
,Tobacco Depot,6146 US-301,,Ellenton,FL,34222,US,http://tobaccodepot.com,9417218513,store_726@tobaccodepot.com,2018-10-25,,,T,,,
,Cheap Smokes,180 N Indiana Ave,,Englewood,FL,34223,US,http://www.englewoodsmokeshop.com/,9414744449,cheapsmokesenglewood@yahoo.com,2018-08-06,9/1/2019,Yes,S,CBD,,
